CNTRY_NAME,CNTRY_CODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,ADM3_NAME,ADM3_PCODE,NATREG
Guinea,GIN,Mamou,GIN007,Pita,GIN007003,Pita Ctre,GIN00700308,Moyenne Guinee
Guinea,GIN,Labe,GIN006,Labe,GIN006002,Popodara,GIN00600211,Moyenne Guinee
Guinea,GIN,Mamou,GIN007,Mamou,GIN007002,Poredaka,GIN00700209,Moyenne Guinee
Guinea,GIN,Kankan,GIN004,Kankan,GIN004001,Sabadou Baranama,GIN00400111,Haute Guinee
Guinea,GIN,Labe,GIN006,Lelouma,GIN006003,Sagale,GIN00600310,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Beyla,GIN008001,Sakourala,GIN00800112,Guinee Forestiere
Guinea,GIN,Kankan,GIN004,Mandiana,GIN004004,Saladou,GIN00400411,Haute Guinee
Guinea,GIN,Labe,GIN006,Mali,GIN006004,Salambande,GIN00600410,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Beyla,GIN008001,Samana,GIN00800113,Guinee Forestiere
Guinea,GIN,Kindia,GIN005,Kindia,GIN005004,Samaya,GIN00500409,Basse Guinee
Guinea,GIN,Boke,GIN001,Koundara,GIN001004,Sambailo,GIN00100404,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Nzerekore,GIN008004,Samoe,GIN00800408,Guinee Forestiere
Guinea,GIN,Faranah,GIN003,Faranah,GIN003003,Sandenia,GIN00300309,Haute Guinee
Guinea,GIN,Faranah,GIN003,Kissidougou,GIN003004,Sangardo,GIN00300411,Guinee Forestiere
Guinea,GIN,Mamou,GIN007,Pita,GIN007003,Sangareah,GIN00700309,Moyenne Guinee
Guinea,GIN,Boke,GIN001,Boke,GIN001002,Sangaredi,GIN00100208,Basse Guinee
Guinea,GIN,Kankan,GIN004,Kouroussa,GIN004003,Sanguiana,GIN00400312,Haute Guinee
Guinea,GIN,Labe,GIN006,Labe,GIN006002,Sannou,GIN00600212,Moyenne Guinee
Guinea,GIN,Boke,GIN001,Boke,GIN001002,Sansale,GIN00100209,Basse Guinee
Guinea,GIN,Kankan,GIN004,Mandiana,GIN004004,Sansando,GIN00400412,Haute Guinee
Guinea,GIN,Kindia,GIN005,Telemele,GIN005005,Santou,GIN00500508,Basse Guinee
Guinea,GIN,Mamou,GIN007,Mamou,GIN007002,Saramoussaya,GIN00700210,Moyenne Guinee
Guinea,GIN,Boke,GIN001,Koundara,GIN001004,Sareboido,GIN00100405,Moyenne Guinee
Guinea,GIN,Kindia,GIN005,Telemele,GIN005005,Sarekali,GIN00500509,Basse Guinee
Guinea,GIN,Faranah,GIN003,Dinguiraye,GIN003002,Selouma,GIN00300208,Haute Guinee
Guinea,GIN,Nzerekore,GIN008,Macenta,GIN008003,Sengbedou,GIN00800312,Guinee Forestiere
Guinea,GIN,Nzerekore,GIN008,Macenta,GIN008003,Seredou,GIN00800313,Guinee Forestiere
Guinea,GIN,Kankan,GIN004,Kerouane,GIN004002,Sibiribaro,GIN00400207,Haute Guinee
Guinea,GIN,Kankan,GIN004,Siguiri,GIN004005,Siguiri Ctre,GIN00400511,Haute Guinee
Guinea,GIN,Kankan,GIN004,Siguiri,GIN004005,Siguirini,GIN00400512,Haute Guinee
Guinea,GIN,Kindia,GIN005,Forecariah,GIN005003,Sikhourou,GIN00500310,Basse Guinee
Guinea,GIN,Nzerekore,GIN008,Beyla,GIN008001,Sinko,GIN00800114,Guinee Forestiere
Guinea,GIN,Kindia,GIN005,Telemele,GIN005005,Sinta,GIN00500510,Basse Guinee
Guinea,GIN,Mamou,GIN007,Pita,GIN007003,Sintali,GIN00700310,Moyenne Guinee
Guinea,GIN,Kindia,GIN005,Telemele,GIN005005,Sogolon,GIN00500511,Basse Guinee
Guinea,GIN,Faranah,GIN003,Faranah,GIN003003,Songoyah,GIN00300310,Haute Guinee
Guinea,GIN,Kankan,GIN004,Kerouane,GIN004002,Soromaya,GIN00400208,Haute Guinee
Guinea,GIN,Kindia,GIN005,Kindia,GIN005004,Sougueta,GIN00500410,Basse Guinee
Guinea,GIN,Nzerekore,GIN008,Nzerekore,GIN008004,Soulouta,GIN00800409,Guinee Forestiere
Guinea,GIN,Mamou,GIN007,Mamou,GIN007002,Soyah,GIN00700211,Moyenne Guinee
Guinea,GIN,Boke,GIN001,Boffa,GIN001001,Tamita,GIN00100107,Basse Guinee
Guinea,GIN,Boke,GIN005,Boke,GIN005002,Tanene,GIN00500210,Basse Guinee
Guinea,GIN,Kindia,GIN001,Dubreka,GIN001002,Tanene,GIN00100210,Basse Guinee
Guinea,GIN,Labe,GIN006,Tougue,GIN006005,Tangali,GIN00600509,Moyenne Guinee
Guinea,GIN,Kindia,GIN005,Telemele,GIN005005,Tarihoye,GIN00500512,Basse Guinee
Guinea,GIN,Mamou,GIN007,Mamou,GIN007002,Teguereyah,GIN00700212,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Gueckedou,GIN008006,Tekoulo,GIN00800609,Guinee Forestiere
Guinea,GIN,Kindia,GIN005,Telemele,GIN005005,Telimele Ctre,GIN00500513,Basse Guinee
Guinea,GIN,Labe,GIN006,Mali,GIN006004,Telire,GIN00600411,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Gueckedou,GIN008006,Termassadou,GIN00800610,Guinee Forestiere
Guinea,GIN,Boke,GIN001,Koundara,GIN001004,Termesse,GIN00100406,Moyenne Guinee
Guinea,GIN,Kindia,GIN005,Telemele,GIN005005,Thionthian,GIN00500514,Basse Guinee
Guinea,GIN,Labe,GIN006,Lelouma,GIN006003,Tianguel Bori,GIN00600311,Moyenne Guinee
Guinea,GIN,Mamou,GIN007,Pita,GIN007003,Timbi Madina,GIN00700311,Moyenne Guinee
Guinea,GIN,Mamou,GIN007,Pita,GIN007003,Timbi Touni,GIN00700312,Moyenne Guinee
Guinea,GIN,Mamou,GIN007,Mamou,GIN007002,Timbo,GIN00700213,Moyenne Guinee
Guinea,GIN,Kankan,GIN004,Kankan,GIN004001,Tinti Oulen,GIN00400112,Haute Guinee
Guinea,GIN,Faranah,GIN003,Faranah,GIN003003,Tiro,GIN00300311,Haute Guinee
Guinea,GIN,Kankan,GIN004,Kankan,GIN004001,Tokounou,GIN00400113,Haute Guinee
Guinea,GIN,Mamou,GIN007,Mamou,GIN007002,Tolo,GIN00700214,Moyenne Guinee
Guinea,GIN,Kindia,GIN005,Dubreka,GIN005002,Tondon,GIN00500207,Basse Guinee
Guinea,GIN,Kindia,GIN005,Fria,GIN005006,Tormelin,GIN00500604,Basse Guinee
Guinea,GIN,Labe,GIN006,Mali,GIN006004,Touba,GIN00600412,Moyenne Guinee
Guinea,GIN,Boke,GIN001,Gaoual,GIN001003,Touba,GIN00100307,Moyenne Guinee
Guinea,GIN,Boke,GIN001,Boffa,GIN001001,Tougnifily,GIN00100108,Basse Guinee
Guinea,GIN,Labe,GIN006,Tougue,GIN006005,Tougue Ctre,GIN00600510,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Lola,GIN008002,Tounkarata,GIN00800209,Guinee Forestiere
Guinea,GIN,Labe,GIN006,Labe,GIN006002,Tountourou,GIN00600213,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Macenta,GIN008003,Vasseredou,GIN00800314,Guinee Forestiere
Guinea,GIN,Nzerekore,GIN008,Macenta,GIN008003,Watanka,GIN00800315,Guinee Forestiere
Guinea,GIN,Boke,GIN001,Gaoual,GIN001003,Wendou Mbour,GIN00100308,Moyenne Guinee
Guinea,GIN,Nzerekore,GIN008,Nzerekore,GIN008004,Womey,GIN00800410,Guinee Forestiere
Guinea,GIN,Kindia,GIN005,Coyah,GIN005001,Wonkifong,GIN00500104,Basse Guinee
Guinea,GIN,Nzerekore,GIN008,Nzerekore,GIN008004,Yalenzou,GIN00800411,Guinee Forestiere
Guinea,GIN,Faranah,GIN003,Kissidougou,GIN003004,Yende Millimou,GIN00300412,Guinee Forestiere
Guinea,GIN,Labe,GIN006,Mali,GIN006004,Yimbering,GIN00600413,Moyenne Guinee
Guinea,GIN,Faranah,GIN003,Kissidougou,GIN003004,Yombiro,GIN00300413,Guinee Forestiere
Guinea,GIN,Nzerekore,GIN008,Yomou,GIN008005,Yomou Ctre,GIN00800507,Guinee Forestiere
Guinea,GIN,Boke,GIN001,Koundara,GIN001004,Youkounkoun,GIN00100407,Moyenne Guinee
Guinea,GIN,Boke,GIN001,Boke,GIN001002,Kanfarande,GIN00100205,Basse Guinee
Guinea,GIN,Conakry,GIN002,Conakry,GIN002001,Dixinn,GIN00200101,Basse Guinee
Guinea,GIN,Conakry,GIN002,Conakry,GIN002001,Kaloum,GIN00200102,Basse Guinee
Guinea,GIN,Conakry,GIN002,Conakry,GIN002001,Matam,GIN00200103,Basse Guinee
Guinea,GIN,Conakry,GIN002,Conakry,GIN002001,Ratoma,GIN00200105,Basse Guinee
Guinea,GIN,Conakry,GIN002,Conakry,GIN002001,Matoto,GIN00200104,Basse Guinee
Guinea,GIN,Faranah,GIN003,Faranah,GIN003003,Banian,GIN00300301,Guinee Forestiere
