CNTRY_NAME,CNTRY_CODE,ADM1_NAME,ADM1_CODE,ADM2_NAME,ADM2_CODE,HRname,HRpcode,HRparent
Nigeria,NGA,Jigawa,NGA018,Babura,NGA018002,Babura,NG018002,NG018
Nigeria,NGA,Jigawa,NGA018,Biriniwa,NGA018003,Biriniwa,NG018003,NG018
Nigeria,NGA,Jigawa,NGA018,Birni Kudu,NGA018004,Birni Kudu,NG018004,NG018
Nigeria,NGA,Jigawa,NGA018,Buji,NGA018005,Buji,NG018005,NG018
Nigeria,NGA,Jigawa,NGA018,Dutse,NGA018006,Dutse,NG018006,NG018
Nigeria,NGA,Jigawa,NGA018,Gagarawa,NGA018007,Gagarawa,NG018007,NG018
Nigeria,NGA,Jigawa,NGA018,Garki,NGA018008,Garki,NG018008,NG018
Nigeria,NGA,Jigawa,NGA018,Gumel,NGA018009,Gumel,NG018009,NG018
Nigeria,NGA,Jigawa,NGA018,Guri,NGA018010,Guri,NG018010,NG018
Nigeria,NGA,Jigawa,NGA018,Gwaram,NGA018011,Gwaram,NG018011,NG018
Nigeria,NGA,Jigawa,NGA018,Gwiwa,NGA018012,Gwiwa,NG018012,NG018
Nigeria,NGA,Jigawa,NGA018,Hadejia,NGA018013,Hadejia,NG018013,NG018
Nigeria,NGA,Jigawa,NGA018,Jahun,NGA018014,Jahun,NG018014,NG018
Nigeria,NGA,Jigawa,NGA018,Kafin Hausa,NGA018015,Kafin Hausa,NG018015,NG018
Nigeria,NGA,Jigawa,NGA018,Kaugama,NGA018016,Kaugama,NG018016,NG018
Nigeria,NGA,Jigawa,NGA018,Kazaure,NGA018017,Kazaure,NG018017,NG018
Nigeria,NGA,Jigawa,NGA018,Kiri Kasamma,NGA018018,Kiri Kasamma,NG018018,NG018
Nigeria,NGA,Jigawa,NGA018,Malam Madori,NGA018021,Malam Madori,NG018021,NG018
Nigeria,NGA,Jigawa,NGA018,Miga,NGA018022,Miga,NG018022,NG018
Nigeria,NGA,Jigawa,NGA018,Ringim,NGA018023,Ringim,NG018023,NG018
Nigeria,NGA,Jigawa,NGA018,Roni,NGA018024,Roni,NG018024,NG018
Nigeria,NGA,Jigawa,NGA018,Taura,NGA018026,Taura,NG018026,NG018
Nigeria,NGA,Jigawa,NGA018,Yankwashi,NGA018027,Yankwashi,NG018027,NG018
Nigeria,NGA,Jigawa,NGA018,kiyawa,NGA018019,kiyawa,NG018019,NG018
Nigeria,NGA,Kaduna,NGA019,Birnin-Gwari,NGA019001,Birnin-Gwari,NG019001,NG019
Nigeria,NGA,Kaduna,NGA019,Chikun,NGA019002,Chikun,NG019002,NG019
Nigeria,NGA,Kaduna,NGA019,Giwa,NGA019003,Giwa,NG019003,NG019
Nigeria,NGA,Kaduna,NGA019,Kajuru,NGA019012,Kajuru,NG019012,NG019
Nigeria,NGA,Kaduna,NGA019,Igabi,NGA019004,Igabi,NG019004,NG019
Nigeria,NGA,Kaduna,NGA019,Ikara,NGA019005,Ikara,NG019005,NG019
Nigeria,NGA,Kaduna,NGA019,Jaba,NGA019006,Jaba,NG019006,NG019
Nigeria,NGA,Kaduna,NGA019,Jema'a,NGA019007,Jema'a,NG019007,NG019
Nigeria,NGA,Kaduna,NGA019,Kachia,NGA019008,Kachia,NG019008,NG019
Nigeria,NGA,Kaduna,NGA019,Kaduna North,NGA019009,Kaduna North,NG019009,NG019
Nigeria,NGA,Kaduna,NGA019,Kagarko,NGA019011,Kagarko,NG019011,NG019
Nigeria,NGA,Kaduna,NGA019,Kaura,NGA019013,Kaura,NG019013,NG019
Nigeria,NGA,Kaduna,NGA019,Kauru,NGA019014,Kauru,NG019014,NG019
Nigeria,NGA,Kaduna,NGA019,Kubau,NGA019015,Kubau,NG019015,NG019
Nigeria,NGA,Kaduna,NGA019,Kudan,NGA019016,Kudan,NG019016,NG019
Nigeria,NGA,Kaduna,NGA019,Lere,NGA019017,Lere,NG019017,NG019
Nigeria,NGA,Kaduna,NGA019,Markafi,NGA019018,Markafi,NG019018,NG019
Nigeria,NGA,Kaduna,NGA019,Sabon-Gari,NGA019019,Sabon-Gari,NG019019,NG019
Nigeria,NGA,Kaduna,NGA019,Sanga,NGA019020,Sanga,NG019020,NG019
Nigeria,NGA,Kaduna,NGA019,Soba,NGA019021,Soba,NG019021,NG019
Nigeria,NGA,Kaduna,NGA019,Zango-Kataf,NGA019022,Zango-Kataf,NG019022,NG019
Nigeria,NGA,Kaduna,NGA019,Zaria,NGA019023,Zaria,NG019023,NG019
Nigeria,NGA,Kaduna,NGA019,Kaduna South,NGA019010,Kaduna South,NG019010,NG019
Nigeria,NGA,Kano,NGA020,Ajingi,NGA020001,Ajingi,NG020001,NG020
Nigeria,NGA,Kano,NGA020,Albasu,NGA020002,Albasu,NG020002,NG020
Nigeria,NGA,Kano,NGA020,Bagwai,NGA020003,Bagwai,NG020003,NG020
Nigeria,NGA,Kano,NGA020,Bebeji,NGA020004,Bebeji,NG020004,NG020
Nigeria,NGA,Kano,NGA020,Bichi,NGA020005,Bichi,NG020005,NG020
Nigeria,NGA,Kano,NGA020,Bunkure,NGA020006,Bunkure,NG020006,NG020
Nigeria,NGA,Kano,NGA020,Dala,NGA020007,Dala,NG020007,NG020
Nigeria,NGA,Kano,NGA020,Dambatta,NGA020008,Dambatta,NG020008,NG020
Nigeria,NGA,Kano,NGA020,Dawakin Kudu,NGA020009,Dawakin Kudu,NG020009,NG020
Nigeria,NGA,Kano,NGA020,Dawakin Tofa,NGA020010,Dawakin Tofa,NG020010,NG020
Nigeria,NGA,Kano,NGA020,Doguwa,NGA020011,Doguwa,NG020011,NG020
Nigeria,NGA,Kano,NGA020,Fagge,NGA020012,Fagge,NG020012,NG020
Nigeria,NGA,Kano,NGA020,Gabasawa,NGA020013,Gabasawa,NG020013,NG020
Nigeria,NGA,Kano,NGA020,Garko,NGA020014,Garko,NG020014,NG020
Nigeria,NGA,Kano,NGA020,Garum Mallam,NGA020015,Garum Mallam,NG020015,NG020
Nigeria,NGA,Kano,NGA020,Gaya,NGA020016,Gaya,NG020016,NG020
Nigeria,NGA,Kano,NGA020,Gezawa,NGA020017,Gezawa,NG020017,NG020
Nigeria,NGA,Kano,NGA020,Gwale,NGA020018,Gwale,NG020018,NG020
Nigeria,NGA,Kano,NGA020,Gwarzo,NGA020019,Gwarzo,NG020019,NG020
Nigeria,NGA,Kano,NGA020,Kabo,NGA020020,Kabo,NG020020,NG020
Nigeria,NGA,Kano,NGA020,Kano Municipal,NGA020021,Kano Municipal,NG020021,NG020
Nigeria,NGA,Kano,NGA020,Karaye,NGA020022,Karaye,NG020022,NG020
Nigeria,NGA,Kano,NGA020,Kibiya,NGA020023,Kibiya,NG020023,NG020
Nigeria,NGA,Kano,NGA020,Kiru,NGA020024,Kiru,NG020024,NG020
Nigeria,NGA,Kano,NGA020,Kumbotso,NGA020025,Kumbotso,NG020025,NG020
Nigeria,NGA,Kano,NGA020,Kunchi,NGA020026,Kunchi,NG020026,NG020
Nigeria,NGA,Kano,NGA020,Kura,NGA020027,Kura,NG020027,NG020
Nigeria,NGA,Kano,NGA020,Madobi,NGA020028,Madobi,NG020028,NG020
Nigeria,NGA,Kano,NGA020,Makoda,NGA020029,Makoda,NG020029,NG020
Nigeria,NGA,Kano,NGA020,Minjibir,NGA020030,Minjibir,NG020030,NG020
Nigeria,NGA,Kano,NGA020,Nasarawa,NGA020031,Nasarawa,NG020031,NG020
Nigeria,NGA,Kano,NGA020,Rano,NGA020032,Rano,NG020032,NG020
Nigeria,NGA,Kano,NGA020,Rimin Gado,NGA020033,Rimin Gado,NG020033,NG020
Nigeria,NGA,Kano,NGA020,Rogo,NGA020034,Rogo,NG020034,NG020
Nigeria,NGA,Kano,NGA020,Shanono,NGA020035,Shanono,NG020035,NG020
Nigeria,NGA,Kano,NGA020,Sumaila,NGA020036,Sumaila,NG020036,NG020
Nigeria,NGA,Kano,NGA020,Takali,NGA020037,Takali,NG020037,NG020
Nigeria,NGA,Kano,NGA020,Tarauni,NGA020038,Tarauni,NG020038,NG020
Nigeria,NGA,Kano,NGA020,Tofa,NGA020039,Tofa,NG020039,NG020
Nigeria,NGA,Kano,NGA020,Tsanyawa,NGA020040,Tsanyawa,NG020040,NG020
Nigeria,NGA,Kano,NGA020,Tudun Wada,NGA020041,Tudun Wada,NG020041,NG020
Nigeria,NGA,Kano,NGA020,Ungogo,NGA020042,Ungogo,NG020042,NG020
Nigeria,NGA,Kano,NGA020,Warawa,NGA020043,Warawa,NG020043,NG020
Nigeria,NGA,Kano,NGA020,Wudil,NGA020044,Wudil,NG020044,NG020
Nigeria,NGA,Katsina,NGA021,Bakori,NGA021001,Bakori,NG021001,NG021
Nigeria,NGA,Katsina,NGA021,Batagarawa,NGA021002,Batagarawa,NG021002,NG021
Nigeria,NGA,Katsina,NGA021,Batsari,NGA021003,Batsari,NG021003,NG021
Nigeria,NGA,Katsina,NGA021,Bindawa,NGA021005,Bindawa,NG021005,NG021
Nigeria,NGA,Katsina,NGA021,Charanchi,NGA021006,Charanchi,NG021006,NG021
Nigeria,NGA,Katsina,NGA021,Dan Musa,NGA021007,Dan Musa,NG021007,NG021
Nigeria,NGA,Katsina,NGA021,Dandume,NGA021008,Dandume,NG021008,NG021
Nigeria,NGA,Katsina,NGA021,Danja,NGA021009,Danja,NG021009,NG021
Nigeria,NGA,Katsina,NGA021,Daura,NGA021010,Daura,NG021010,NG021
Nigeria,NGA,Katsina,NGA021,Dutsi,NGA021011,Dutsi,NG021011,NG021
Nigeria,NGA,Katsina,NGA021,Dutsin-Ma,NGA021012,Dutsin-Ma,NG021012,NG021
Nigeria,NGA,Katsina,NGA021,Faskari,NGA021013,Faskari,NG021013,NG021
Nigeria,NGA,Katsina,NGA021,Funtua,NGA021014,Funtua,NG021014,NG021
Nigeria,NGA,Katsina,NGA021,Ingawa,NGA021015,Ingawa,NG021015,NG021
Nigeria,NGA,Katsina,NGA021,Kafur,NGA021017,Kafur,NG021017,NG021
Nigeria,NGA,Katsina,NGA021,Kankara,NGA021019,Kankara,NG021019,NG021
Nigeria,NGA,Katsina,NGA021,Kankia,NGA021020,Kankia,NG021020,NG021
Nigeria,NGA,Katsina,NGA021,Katsina,NGA021021,Katsina,NG021021,NG021
Nigeria,NGA,Katsina,NGA021,Kurfi,NGA021022,Kurfi,NG021022,NG021
Nigeria,NGA,Katsina,NGA021,Kusada,NGA021023,Kusada,NG021023,NG021
Nigeria,NGA,Katsina,NGA021,Malumfashi,NGA021025,Malumfashi,NG021025,NG021
Nigeria,NGA,Katsina,NGA021,Mani,NGA021026,Mani,NG021026,NG021
Nigeria,NGA,Katsina,NGA021,Matazuu,NGA021028,Matazuu,NG021028,NG021
Nigeria,NGA,Katsina,NGA021,Musawa,NGA021029,Musawa,NG021029,NG021
Nigeria,NGA,Katsina,NGA021,Rimi,NGA021030,Rimi,NG021030,NG021
Nigeria,NGA,Katsina,NGA021,Sabuwa,NGA021031,Sabuwa,NG021031,NG021
Nigeria,NGA,Katsina,NGA021,Safana,NGA021032,Safana,NG021032,NG021
Nigeria,NGA,Katsina,NGA021,Sandamu,NGA021033,Sandamu,NG021033,NG021
Nigeria,NGA,Kebbi,NGA022,Aleiro,NGA022001,Aleiro,NG022001,NG022
Nigeria,NGA,Kebbi,NGA022,Argungu,NGA022003,Argungu,NG022003,NG022
Nigeria,NGA,Kebbi,NGA022,Augie,NGA022004,Augie,NG022004,NG022
Nigeria,NGA,Kebbi,NGA022,Birnin Kebbi,NGA022006,Birnin Kebbi,NG022006,NG022
Nigeria,NGA,Kebbi,NGA022,Bunza,NGA022007,Bunza,NG022007,NG022
Nigeria,NGA,Kebbi,NGA022,Fakai,NGA022009,Fakai,NG022009,NG022
Nigeria,NGA,Kebbi,NGA022,Gwandu,NGA022010,Gwandu,NG022010,NG022
Nigeria,NGA,Kebbi,NGA022,Jega,NGA022011,Jega,NG022011,NG022
Nigeria,NGA,Kebbi,NGA022,Kalgo,NGA022012,Kalgo,NG022012,NG022
Nigeria,NGA,Kebbi,NGA022,Koko/Besse,NGA022013,Koko/Besse,NG022013,NG022
Nigeria,NGA,Kebbi,NGA022,Maiyama,NGA022014,Maiyama,NG022014,NG022
Nigeria,NGA,Kebbi,NGA022,Ngaski,NGA022015,Ngaski,NG022015,NG022
Nigeria,NGA,Kebbi,NGA022,Sakaba,NGA022016,Sakaba,NG022016,NG022
Nigeria,NGA,Kebbi,NGA022,Shanga,NGA022017,Shanga,NG022017,NG022
Nigeria,NGA,Kebbi,NGA022,Suru,NGA022018,Suru,NG022018,NG022
Nigeria,NGA,Kebbi,NGA022,Wasagu/Danko,NGA022019,Wasagu/Danko,NG022019,NG022
Nigeria,NGA,Kebbi,NGA022,Yauri,NGA022020,Yauri,NG022020,NG022
Nigeria,NGA,Kebbi,NGA022,Zuru,NGA022021,Zuru,NG022021,NG022
Nigeria,NGA,Kogi,NGA023,Adavi,NGA023001,Adavi,NG023001,NG023
Nigeria,NGA,Kogi,NGA023,Ajaokuta,NGA023002,Ajaokuta,NG023002,NG023
Nigeria,NGA,Kogi,NGA023,Ankpa,NGA023003,Ankpa,NG023003,NG023
Nigeria,NGA,Kogi,NGA023,Bassa,NGA023004,Bassa,NG023004,NG023
Nigeria,NGA,Kogi,NGA023,Dekina,NGA023005,Dekina,NG023005,NG023
Nigeria,NGA,Kogi,NGA023,Ibaji,NGA023006,Ibaji,NG023006,NG023
Nigeria,NGA,Kogi,NGA023,Idah,NGA023007,Idah,NG023007,NG023
Nigeria,NGA,Kogi,NGA023,Igalamela-Odolu,NGA023008,Igalamela-Odolu,NG023008,NG023
Nigeria,NGA,Kogi,NGA023,Ijumu,NGA023009,Ijumu,NG023009,NG023
Nigeria,NGA,Kogi,NGA023,Kabba/Bunu,NGA023010,Kabba/Bunu,NG023010,NG023
Nigeria,NGA,Kogi,NGA023,Kogi,NGA023011,Kogi,NG023011,NG023
Nigeria,NGA,Kogi,NGA023,Lokoja,NGA023012,Lokoja,NG023012,NG023
Nigeria,NGA,Kogi,NGA023,Mopa-Muro,NGA023013,Mopa-Muro,NG023013,NG023
Nigeria,NGA,Kogi,NGA023,Ofu,NGA023014,Ofu,NG023014,NG023
Nigeria,NGA,Kogi,NGA023,Ogori/Mangongo,NGA023015,Ogori/Mangongo,NG023015,NG023
Nigeria,NGA,Kogi,NGA023,Okehi,NGA023016,Okehi,NG023016,NG023
Nigeria,NGA,Kogi,NGA023,Okene,NGA023017,Okene,NG023017,NG023
Nigeria,NGA,Kogi,NGA023,Olamabolo,NGA023018,Olamabolo,NG023018,NG023
Nigeria,NGA,Kogi,NGA023,Omala,NGA023019,Omala,NG023019,NG023
Nigeria,NGA,Kogi,NGA023,Yagba East,NGA023020,Yagba East,NG023020,NG023
Nigeria,NGA,Kogi,NGA023,Yagba West,NGA023021,Yagba West,NG023021,NG023
Nigeria,NGA,Kwara,NGA024,Asa,NGA024001,Asa,NG024001,NG024
Nigeria,NGA,Kwara,NGA024,Edu,NGA024003,Edu,NG024003,NG024
Nigeria,NGA,Kwara,NGA024,Ekiti,NGA024004,Ekiti,NG024004,NG024
Nigeria,NGA,Kwara,NGA024,Ifelodun,NGA024005,Ifelodun,NG024005,NG024
Nigeria,NGA,Kwara,NGA024,Ilorin East,NGA024006,Ilorin East,NG024006,NG024
Nigeria,NGA,Kwara,NGA024,Ilorin South,NGA024007,Ilorin South,NG024007,NG024
Nigeria,NGA,Kwara,NGA024,Ilorin West,NGA024008,Ilorin West,NG024008,NG024
Nigeria,NGA,Kwara,NGA024,Irepodun,NGA024009,Irepodun,NG024009,NG024
Nigeria,NGA,Kwara,NGA024,Isin,NGA024010,Isin,NG024010,NG024
Nigeria,NGA,Kwara,NGA024,Kaiama,NGA024011,Kaiama,NG024011,NG024
Nigeria,NGA,Kwara,NGA024,Moro,NGA024012,Moro,NG024012,NG024
Nigeria,NGA,Kwara,NGA024,Offa,NGA024013,Offa,NG024013,NG024
Nigeria,NGA,Kwara,NGA024,Oke-Ero,NGA024014,Oke-Ero,NG024014,NG024
Nigeria,NGA,Kwara,NGA024,Oyun,NGA024015,Oyun,NG024015,NG024
Nigeria,NGA,Kwara,NGA024,Pategi,NGA024016,Pategi,NG024016,NG024
Nigeria,NGA,Lagos,NGA025,Agege,NGA025001,Agege,NG025001,NG025
Nigeria,NGA,Lagos,NGA025,Ajeromi-Ifelodun,NGA025002,Ajeromi-Ifelodun,NG025002,NG025
Nigeria,NGA,Lagos,NGA025,Alimosho,NGA025003,Alimosho,NG025003,NG025
Nigeria,NGA,Lagos,NGA025,Apapa,NGA025005,Apapa,NG025005,NG025
Nigeria,NGA,Lagos,NGA025,Epe,NGA025007,Epe,NG025007,NG025
Nigeria,NGA,Lagos,NGA025,Ifako-Ijaye,NGA025010,Ifako-Ijaye,NG025010,NG025
Nigeria,NGA,Lagos,NGA025,Ikeja,NGA025011,Ikeja,NG025011,NG025
Nigeria,NGA,Lagos,NGA025,Mushin,NGA025016,Mushin,NG025016,NG025
Nigeria,NGA,Lagos,NGA025,Ojo,NGA025017,Ojo,NG025017,NG025
Nigeria,NGA,Lagos,NGA025,Oshodi-Isolo,NGA025018,Oshodi-Isolo,NG025018,NG025
Nigeria,NGA,Lagos,NGA025,Surulere,NGA025020,Surulere,NG025020,NG025
Nigeria,NGA,Nasarawa,NGA026,Akwanga,NGA026001,Akwanga,NG026001,NG026
Nigeria,NGA,Nasarawa,NGA026,Awe,NGA026002,Awe,NG026002,NG026
Nigeria,NGA,Nasarawa,NGA026,Doma,NGA026003,Doma,NG026003,NG026
Nigeria,NGA,Nasarawa,NGA026,Karu,NGA026004,Karu,NG026004,NG026
Nigeria,NGA,Nasarawa,NGA026,Keana,NGA026005,Keana,NG026005,NG026
Nigeria,NGA,Nasarawa,NGA026,Keffi,NGA026006,Keffi,NG026006,NG026
Nigeria,NGA,Nasarawa,NGA026,Kokona,NGA026007,Kokona,NG026007,NG026
Nigeria,NGA,Nasarawa,NGA026,Lafia,NGA026008,Lafia,NG026008,NG026
Nigeria,NGA,Nasarawa,NGA026,Nasarawa,NGA026009,Nasarawa,NG026009,NG026
Nigeria,NGA,Nasarawa,NGA026,Nasarawa-Eggon,NGA026010,Nasarawa-Eggon,NG026010,NG026
Nigeria,NGA,Nasarawa,NGA026,Obi,NGA026011,Obi,NG026011,NG026
Nigeria,NGA,Nasarawa,NGA026,Toto,NGA026012,Toto,NG026012,NG026
Nigeria,NGA,Nasarawa,NGA026,Wamba,NGA026013,Wamba,NG026013,NG026
Nigeria,NGA,Niger,NGA027,Agaie,NGA027001,Agaie,NG027001,NG027
Nigeria,NGA,Niger,NGA027,Agwara,NGA027002,Agwara,NG027002,NG027
Nigeria,NGA,Niger,NGA027,Bida,NGA027003,Bida,NG027003,NG027
Nigeria,NGA,Niger,NGA027,Bosso,NGA027005,Bosso,NG027005,NG027
Nigeria,NGA,Niger,NGA027,Chanchaga,NGA027006,Chanchaga,NG027006,NG027
Nigeria,NGA,Niger,NGA027,Edati,NGA027007,Edati,NG027007,NG027
Nigeria,NGA,Niger,NGA027,Gbako,NGA027008,Gbako,NG027008,NG027
Nigeria,NGA,Niger,NGA027,Gurara,NGA027009,Gurara,NG027009,NG027
Nigeria,NGA,Niger,NGA027,Katcha,NGA027010,Katcha,NG027010,NG027
Nigeria,NGA,Niger,NGA027,Kontagora,NGA027011,Kontagora,NG027011,NG027
Nigeria,NGA,Niger,NGA027,Lapai,NGA027012,Lapai,NG027012,NG027
Nigeria,NGA,Niger,NGA027,Lavun,NGA027013,Lavun,NG027013,NG027
Nigeria,NGA,Niger,NGA027,Magama,NGA027014,Magama,NG027014,NG027
Nigeria,NGA,Niger,NGA027,Mariga,NGA027015,Mariga,NG027015,NG027
Nigeria,NGA,Niger,NGA027,Mashegu,NGA027016,Mashegu,NG027016,NG027
Nigeria,NGA,Niger,NGA027,Mokwa,NGA027017,Mokwa,NG027017,NG027
Nigeria,NGA,Niger,NGA027,Muya,NGA027018,Muya,NG027018,NG027
Nigeria,NGA,Niger,NGA027,Pailoro,NGA027019,Pailoro,NG027019,NG027
Nigeria,NGA,Niger,NGA027,Rafi,NGA027020,Rafi,NG027020,NG027
Nigeria,NGA,Niger,NGA027,Rijau,NGA027021,Rijau,NG027021,NG027
Nigeria,NGA,Niger,NGA027,Shiroro,NGA027022,Shiroro,NG027022,NG027
Nigeria,NGA,Niger,NGA027,Suleja,NGA027023,Suleja,NG027023,NG027
Nigeria,NGA,Niger,NGA027,Tafa,NGA027024,Tafa,NG027024,NG027
Nigeria,NGA,Niger,NGA027,Wushishi,NGA027025,Wushishi,NG027025,NG027
Nigeria,NGA,Ogun,NGA028,Abeokuta North,NGA028001,Abeokuta North,NG028001,NG028
Nigeria,NGA,Ogun,NGA028,Abeokuta South,NGA028002,Abeokuta South,NG028002,NG028
Nigeria,NGA,Ogun,NGA028,Ado-Odo/Ota,NGA028003,Ado-Odo/Ota,NG028003,NG028
Nigeria,NGA,Ogun,NGA028,Egbado South,NGA028005,Egbado South,NG028005,NG028
Nigeria,NGA,Ogun,NGA028,Ewekoro,NGA028006,Ewekoro,NG028006,NG028
Nigeria,NGA,Ogun,NGA028,Ifo,NGA028007,Ifo,NG028007,NG028
Nigeria,NGA,Ogun,NGA028,Ijebu East,NGA028008,Ijebu East,NG028008,NG028
Nigeria,NGA,Ogun,NGA028,Ijebu North,NGA028009,Ijebu North,NG028009,NG028
Nigeria,NGA,Ogun,NGA028,Ijebu North East,NGA028010,Ijebu North East,NG028010,NG028
Nigeria,NGA,Ogun,NGA028,Ijebu ode,NGA028011,Ijebu ode,NG028011,NG028
Nigeria,NGA,Ogun,NGA028,Ikenne,NGA028012,Ikenne,NG028012,NG028
Nigeria,NGA,Ogun,NGA028,Obafemi-Owode,NGA028015,Obafemi-Owode,NG028015,NG028
Nigeria,NGA,Ogun,NGA028,Odeda,NGA028016,Odeda,NG028016,NG028
Nigeria,NGA,Ogun,NGA028,Odogbolu,NGA028017,Odogbolu,NG028017,NG028
Nigeria,NGA,Ogun,NGA028,Ogun waterside,NGA028018,Ogun waterside,NG028018,NG028
Nigeria,NGA,Ogun,NGA028,Remo North,NGA028019,Remo North,NG028019,NG028
Nigeria,NGA,Ogun,NGA028,Shagamu,NGA028020,Shagamu,NG028020,NG028
Nigeria,NGA,Ondo,NGA029,Akoko North East,NGA029001,Akoko North East,NG029001,NG029
Nigeria,NGA,Ondo,NGA029,Akoko North West,NGA029002,Akoko North West,NG029002,NG029
Nigeria,NGA,Ondo,NGA029,Akoko South East,NGA029003,Akoko South East,NG029003,NG029
Nigeria,NGA,Ondo,NGA029,Akoko South West,NGA029004,Akoko South West,NG029004,NG029
Nigeria,NGA,Ondo,NGA029,Akure North,NGA029005,Akure North,NG029005,NG029
Nigeria,NGA,Ondo,NGA029,Akure South,NGA029006,Akure South,NG029006,NG029
Nigeria,NGA,Ondo,NGA029,Ese-Odo,NGA029007,Ese-Odo,NG029007,NG029
Nigeria,NGA,Ondo,NGA029,Idanre,NGA029008,Idanre,NG029008,NG029
Nigeria,NGA,Ondo,NGA029,Ifedore,NGA029009,Ifedore,NG029009,NG029
Nigeria,NGA,Ondo,NGA029,Ile-Oluji-Okeigbo,NGA029011,Ile-Oluji-Okeigbo,NG029011,NG029
Nigeria,NGA,Ondo,NGA029,Irele,NGA029012,Irele,NG029012,NG029
Nigeria,NGA,Ondo,NGA029,Odigbo,NGA029013,Odigbo,NG029013,NG029
Nigeria,NGA,Ondo,NGA029,Okitipupa,NGA029014,Okitipupa,NG029014,NG029
Nigeria,NGA,Ondo,NGA029,Ondo East,NGA029015,Ondo East,NG029015,NG029
Nigeria,NGA,Ondo,NGA029,Ondo West,NGA029016,Ondo West,NG029016,NG029
Nigeria,NGA,Ondo,NGA029,Ose,NGA029017,Ose,NG029017,NG029
Nigeria,NGA,Ondo,NGA029,Owo,NGA029018,Owo,NG029018,NG029
Nigeria,NGA,Osun,NGA030,Aiyedade,NGA030001,Aiyedade,NG030001,NG030
Nigeria,NGA,Osun,NGA030,Aiyedire,NGA030002,Aiyedire,NG030002,NG030
Nigeria,NGA,Osun,NGA030,Atakumosa East,NGA030003,Atakumosa East,NG030003,NG030
Nigeria,NGA,Osun,NGA030,Atakumosa West,NGA030004,Atakumosa West,NG030004,NG030
Nigeria,NGA,Osun,NGA030,Boluwaduro,NGA030005,Boluwaduro,NG030005,NG030
Nigeria,NGA,Osun,NGA030,Boripe,NGA030006,Boripe,NG030006,NG030
Nigeria,NGA,Osun,NGA030,Ede North,NGA030007,Ede North,NG030007,NG030
Nigeria,NGA,Osun,NGA030,Ede South,NGA030008,Ede South,NG030008,NG030
Nigeria,NGA,Osun,NGA030,Egbedore,NGA030009,Egbedore,NG030009,NG030
Nigeria,NGA,Osun,NGA030,Ejigbo,NGA030010,Ejigbo,NG030010,NG030
Nigeria,NGA,Osun,NGA030,Ife Central,NGA030011,Ife Central,NG030011,NG030
Nigeria,NGA,Osun,NGA030,Ife East,NGA030012,Ife East,NG030012,NG030
Nigeria,NGA,Osun,NGA030,Ife North,NGA030013,Ife North,NG030013,NG030
Nigeria,NGA,Osun,NGA030,Ife South,NGA030014,Ife South,NG030014,NG030
Nigeria,NGA,Osun,NGA030,Ifedayo,NGA030015,Ifedayo,NG030015,NG030
Nigeria,NGA,Osun,NGA030,Ifelodun,NGA030016,Ifelodun,NG030016,NG030
Nigeria,NGA,Osun,NGA030,Ila,NGA030017,Ila,NG030017,NG030
Nigeria,NGA,Osun,NGA030,Ilesha East,NGA030018,Ilesha East,NG030018,NG030
Nigeria,NGA,Osun,NGA030,Ilesha West,NGA030019,Ilesha West,NG030019,NG030
Nigeria,NGA,Osun,NGA030,Irepodun,NGA030020,Irepodun,NG030020,NG030
Nigeria,NGA,Osun,NGA030,Irewole,NGA030021,Irewole,NG030021,NG030
Nigeria,NGA,Osun,NGA030,Isokan,NGA030022,Isokan,NG030022,NG030
Nigeria,NGA,Osun,NGA030,Iwo,NGA030023,Iwo,NG030023,NG030
Nigeria,NGA,Osun,NGA030,Obokun,NGA030024,Obokun,NG030024,NG030
Nigeria,NGA,Osun,NGA030,Odo-Otin,NGA030025,Odo-Otin,NG030025,NG030
Nigeria,NGA,Osun,NGA030,Ola-oluwa,NGA030026,Ola-oluwa,NG030026,NG030
Nigeria,NGA,Osun,NGA030,Olorunda,NGA030027,Olorunda,NG030027,NG030
Nigeria,NGA,Osun,NGA030,Oriade,NGA030028,Oriade,NG030028,NG030
Nigeria,NGA,Osun,NGA030,Orolu,NGA030029,Orolu,NG030029,NG030
Nigeria,NGA,Osun,NGA030,Osogbo,NGA030030,Osogbo,NG030030,NG030
Nigeria,NGA,Oyo,NGA031,Afijio,NGA031001,Afijio,NG031001,NG031
Nigeria,NGA,Oyo,NGA031,Akinyele,NGA031002,Akinyele,NG031002,NG031
Nigeria,NGA,Oyo,NGA031,Atiba,NGA031003,Atiba,NG031003,NG031
Nigeria,NGA,Oyo,NGA031,Egbeda,NGA031005,Egbeda,NG031005,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan North,NGA031006,Ibadan North,NG031006,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan North East,NGA031007,Ibadan North East,NG031007,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan North West,NGA031008,Ibadan North West,NG031008,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan South East,NGA031009,Ibadan South East,NG031009,NG031
Nigeria,NGA,Oyo,NGA031,Ibadan South West,NGA031010,Ibadan South West,NG031010,NG031
Nigeria,NGA,Oyo,NGA031,Ibarapa Central,NGA031011,Ibarapa Central,NG031011,NG031
Nigeria,NGA,Oyo,NGA031,Ibarapa East,NGA031012,Ibarapa East,NG031012,NG031
